;duration;station_A_id;station_A_name;station_B_id;station_B_name;bike_id;user_type;user_birth_year;user_gender;tire_sizes;ride_date
9903;7 minutes;5;Powell St BART Station (Market St at 5th St);75;Market St at Franklin St;3248;2;1989;Male;28;16/3/2022
9904;13 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);116;Mississippi St at 17th St;5572;2;1982;Male;25;3/1/2023
9905;19 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);127;Valencia St at 21st St;5491;2;1982;Male;28;10/3/2023
9906;4 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;5401;3;1987;Male;30;22/12/2021
9907;6 minutes;81;Berry St at 4th St;21;Montgomery St BART Station (Market St at 2nd St);5168;2;1993;Male;26;5/7/2023
9908;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);343;Bryant St at 2nd St;1863;1;1992;Female;29;29/7/2022
9909;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);99;Folsom St at 15th St;75;3;1995;Male;25;31/1/2022
9910;34 minutes;81;Berry St at 4th St;122;19th St at Mission St;5366;2;1989;Male;29;22/4/2023
9911;27 minutes;22;Howard St at Beale St;130;22nd St Caltrain Station;4561;3;1986;Male;29;16/6/2022
9912;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;333;2;1965;Male;25;12/9/2021
9913;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);37;2nd St at Folsom St;3128;2;1975;Male;29;1/1/2022
9914;5 minutes;30;San Francisco Caltrain (Townsend St at 4th St);63;Bryant St at 6th St;2582;2;1985;Male;30;6/11/2022
9915;6 minutes;30;San Francisco Caltrain (Townsend St at 4th St);62;Victoria Manalo Draves Park;2722;2;1994;Male;29;19/9/2022
9916;8 minutes;21;Montgomery St BART Station (Market St at 2nd St);64;5th St at Brannan St;5541;2;1996;Male;25;21/3/2022
9917;8 minutes;3;Powell St BART Station (Market St at 4th St);42;San Francisco City Hall (Polk St at Grove St);833;2;1969;Female;27;1/11/2021
9918;15 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);129;Harrison St at 20th St;2612;2;1981;Male;26;15/1/2022
9919;3 minutes;21;Montgomery St BART Station (Market St at 2nd St);19;Post St at Kearny St;1706;1;1994;Male;27;28/3/2023
9920;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);323;Broadway at Kearny;4617;1;1976;Other;27;30/12/2022
9921;6 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;3460;2;2000;Female;27;4/8/2021
9922;20 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);383;Golden Gate Ave at Franklin St;1296;3;1981;Male;27;20/8/2022
9923;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);23;The Embarcadero at Steuart St;2739;2;1994;Male;30;22/9/2022
9924;12 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);75;Market St at Franklin St;1798;2;1986;Male;27;13/2/2022
9925;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);74;Laguna St at Hayes St;5301;1;1990;Male;26;7/4/2022
9926;15 minutes;21;Montgomery St BART Station (Market St at 2nd St);53;Grove St at Divisadero;5527;2;1985;Male;28;9/4/2023
9927;5 minutes;3;Powell St BART Station (Market St at 4th St);42;San Francisco City Hall (Polk St at Grove St);5322;2;1979;Male;28;1/9/2022
9928;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5;Powell St BART Station (Market St at 5th St);3223;1;1986;Male;26;7/11/2021
9929;4 minutes;21;Montgomery St BART Station (Market St at 2nd St);10;Washington St at Kearny St;4986;3;1968;Male;27;13/11/2022
9930;6 minutes;22;Howard St at Beale St;349;Howard St at Mary St;4629;2;1980;Female;25;27/12/2022
9931;11 minutes;16;Steuart St at Market St;80;Townsend St at 5th St;4805;3;1985;Male;30;22/6/2023
9932;13 minutes;30;San Francisco Caltrain (Townsend St at 4th St);78;Folsom St at 9th St;2030;2;1995;Male;25;14/5/2023
9933;1 minutes;22;Howard St at Beale St;25;Howard St at 2nd St;4749;2;1994;Male;29;27/6/2022
9934;11 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);110;17th & Folsom Street Park (17th St at Folsom St);3531;2;1974;Male;27;21/2/2022
9935;21 minutes;81;Berry St at 4th St;73;Pierce St at Haight St;4810;2;1989;Male;27;4/12/2022
9936;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);26;1st St at Folsom St;2360;1;1981;Male;26;14/12/2022
9937;12 minutes;81;Berry St at 4th St;6;The Embarcadero at Sansome St;5349;1;1952;Male;28;8/11/2022
9938;6 minutes;81;Berry St at 4th St;116;Mississippi St at 17th St;4998;1;1988;Male;25;9/4/2023
9939;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);343;Bryant St at 2nd St;1954;2;1966;Male;29;7/11/2022
9940;4 minutes;3;Powell St BART Station (Market St at 4th St);44;Civic Center/UN Plaza BART Station (Market St at McAllister St);1035;3;1990;Male;30;28/7/2022
9941;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);345;Hubbell St at 16th St;2946;2;1987;Male;30;16/1/2023
9942;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);364;China Basin St at 3rd St;4802;2;1989;Male;27;19/8/2021
9943;17 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);86;Market St at Dolores St;5406;1;1981;Other;30;12/9/2021
9944;11 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);93;4th St at Mission Bay Blvd S;5141;2;1977;Male;25;6/3/2023
9945;12 minutes;3;Powell St BART Station (Market St at 4th St);109;17th St at Valencia St;4911;2;1992;Male;27;25/6/2023
9946;16 minutes;3;Powell St BART Station (Market St at 4th St);96;Dolores St at 15th St;4974;1;1987;Female;28;8/6/2022
9947;15 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);85;Church St at Duboce Ave;746;1;1979;Male;30;6/8/2021
9948;15 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);74;Laguna St at Hayes St;4803;3;1992;Female;30;31/12/2021
9949;1 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);4972;3;1987;Male;25;14/3/2022
9950;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);336;Potrero Ave and Mariposa St;5575;2;1994;Male;27;14/5/2022
9951;8 minutes;16;Steuart St at Market St;50;2nd St at Townsend St;2955;3;1988;Male;28;15/11/2022
9952;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);4793;3;1989;Male;30;12/3/2023
9953;17 minutes;5;Powell St BART Station (Market St at 5th St);126;Esprit Park;3662;2;1984;Male;30;1/3/2023
9954;4 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;5485;2;2000;Female;27;10/3/2022
9955;18 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);121;Mission Playground;5566;1;1988;Male;29;14/9/2022
9956;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);61;Howard St at 8th St;4713;2;1984;Male;28;12/8/2021
9957;5 minutes;3;Powell St BART Station (Market St at 4th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);2946;3;1984;Male;26;28/9/2021
9958;2 minutes;21;Montgomery St BART Station (Market St at 2nd St);17;Embarcadero BART Station (Beale St at Market St);2889;3;1972;Male;26;20/12/2022
9959;13 minutes;3;Powell St BART Station (Market St at 4th St);28;The Embarcadero at Bryant St;3303;2;1970;Male;29;16/8/2021
9960;13 minutes;5;Powell St BART Station (Market St at 5th St);345;Hubbell St at 16th St;3246;2;1993;Female;30;21/7/2023
9961;14 minutes;22;Howard St at Beale St;74;Laguna St at Hayes St;5105;1;1995;Male;29;22/6/2022
9962;8 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);58;Market St at 10th St;4343;2;1995;Male;28;30/8/2022
9963;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);15;San Francisco Ferry Building (Harry Bridges Plaza);5491;2;1960;Male;27;14/7/2022
9964;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);62;Victoria Manalo Draves Park;4751;3;1994;Male;25;30/3/2023
9965;27 minutes;21;Montgomery St BART Station (Market St at 2nd St);119;18th St at Noe St;579;2;1986;Female;25;11/9/2022
9966;8 minutes;21;Montgomery St BART Station (Market St at 2nd St);58;Market St at 10th St;4842;2;1988;Other;27;16/9/2021
9967;6 minutes;30;San Francisco Caltrain (Townsend St at 4th St);27;Beale St at Harrison St;5454;2;1991;Male;30;22/12/2021
9968;6 minutes;16;Steuart St at Market St;324;Union Square (Powell St at Post St);5538;3;1990;Other;28;20/7/2022
9969;8 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5;Powell St BART Station (Market St at 5th St);5485;3;1984;Male;25;13/10/2022
9970;7 minutes;3;Powell St BART Station (Market St at 4th St);88;11th St at Bryant St;4774;2;1982;Male;29;10/3/2022
9971;3 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);321;5th St at Folsom;5036;1;1988;Male;29;24/9/2022
9972;3 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);90;Townsend St at 7th St;4998;3;1987;Male;28;31/8/2022
9973;18 minutes;3;Powell St BART Station (Market St at 4th St);55;Webster St at Grove St;5048;2;1994;Male;28;31/10/2022
9974;20 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);380;Masonic Ave at Turk St;5417;2;1991;Male;30;6/5/2022
9975;14 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);28;The Embarcadero at Bryant St;5448;2;1991;Male;25;8/8/2022
9976;8 minutes;5;Powell St BART Station (Market St at 5th St);60;8th St at Ringold St;5276;1;1990;Female;28;10/8/2022
9977;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);24;Spear St at Folsom St;5312;2;1989;Male;25;25/5/2023
9978;20 minutes;16;Steuart St at Market St;114;Rhode Island St at 17th St;5569;2;1994;Male;30;12/7/2023
9979;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);50;2nd St at Townsend St;4606;2;1984;Male;29;12/9/2022
9980;18 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);95;Sanchez St at 15th St;5573;2;1991;Male;27;21/3/2022
9981;24 minutes;30;San Francisco Caltrain (Townsend St at 4th St);377;Fell St at Stanyan St;5247;1;1992;Male;30;11/6/2022
9982;9 minutes;81;Berry St at 4th St;16;Steuart St at Market St;5538;2;1989;Male;26;9/4/2023
9983;7 minutes;5;Powell St BART Station (Market St at 5th St);20;Mechanics Monument Plaza (Market St at Bush St);4969;2;1991;Male;29;28/7/2023
9984;13 minutes;21;Montgomery St BART Station (Market St at 2nd St);77;11th St at Natoma St;5193;2;1994;Male;26;6/2/2023
9985;12 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);41;Golden Gate Ave at Polk St;4641;2;1988;Male;28;12/4/2022
9986;6 minutes;5;Powell St BART Station (Market St at 5th St);321;5th St at Folsom;2120;1;1991;Male;25;23/7/2022
9987;6 minutes;21;Montgomery St BART Station (Market St at 2nd St);369;Hyde St at Post St;5114;2;1971;Male;28;11/10/2022
9988;16 minutes;81;Berry St at 4th St;10;Washington St at Kearny St;4414;2;1991;Female;29;17/11/2022
9989;30 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);3;Powell St BART Station (Market St at 4th St);2946;2;1990;Male;30;6/11/2022
9990;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);110;17th & Folsom Street Park (17th St at Folsom St);4943;1;1988;Female;27;30/11/2022
9991;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);321;5th St at Folsom;5476;2;1996;Male;29;20/6/2022
9992;6 minutes;21;Montgomery St BART Station (Market St at 2nd St);371;Lombard St at Columbus Ave;5205;1;1986;Male;28;14/7/2022
9993;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);6;The Embarcadero at Sansome St;5344;2;1973;Male;28;28/1/2023
9994;12 minutes;21;Montgomery St BART Station (Market St at 2nd St);74;Laguna St at Hayes St;5570;2;1991;Female;30;12/7/2023
9995;4 minutes;21;Montgomery St BART Station (Market St at 2nd St);11;Davis St at Jackson St;5366;3;1987;Female;28;30/9/2022
9996;12 minutes;22;Howard St at Beale St;93;4th St at Mission Bay Blvd S;5213;3;1986;Male;30;3/10/2022
9997;22 minutes;30;San Francisco Caltrain (Townsend St at 4th St);96;Dolores St at 15th St;1316;1;1989;Female;26;24/8/2021
9998;12 minutes;22;Howard St at Beale St;355;23rd St at Tennessee St;5400;2;1994;Male;26;8/2/2022
9999;19 minutes;30;San Francisco Caltrain (Townsend St at 4th St);84;Duboce Park;4926;2;1984;Female;25;30/11/2022
10000;8 minutes;3;Powell St BART Station (Market St at 4th St);26;1st St at Folsom St;1187;2;1990;Male;25;30/4/2023
10001;10 minutes;30;San Francisco Caltrain (Townsend St at 4th St);24;Spear St at Folsom St;4372;2;1988;Male;28;4/9/2021
10002;11 minutes;5;Powell St BART Station (Market St at 5th St);88;11th St at Bryant St;4965;2;1983;Male;27;13/9/2022
10003;16 minutes;30;San Francisco Caltrain (Townsend St at 4th St);323;Broadway at Kearny;4911;2;1987;Male;25;4/5/2022
10004;10 minutes;3;Powell St BART Station (Market St at 4th St);371;Lombard St at Columbus Ave;2225;2;1990;Male;25;16/11/2021
10005;20 minutes;16;Steuart St at Market St;114;Rhode Island St at 17th St;5204;2;1985;Male;28;18/9/2022
10006;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;5219;1;1996;Male;30;3/5/2022
10007;3 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);321;5th St at Folsom;5286;2;1995;Male;30;22/6/2022
10008;5 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;5122;2;1983;Male;30;26/3/2023
10009;10 minutes;81;Berry St at 4th St;22;Howard St at Beale St;3137;3;1979;Female;26;5/6/2023
10010;8 minutes;21;Montgomery St BART Station (Market St at 2nd St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);746;3;1990;Male;29;17/9/2021
10011;4 minutes;81;Berry St at 4th St;104;4th St at 16th St;1959;2;1980;Male;29;29/7/2022
10012;22 minutes;16;Steuart St at Market St;52;McAllister St at Baker St;4407;2;1983;Female;27;25/3/2023
10013;22 minutes;21;Montgomery St BART Station (Market St at 2nd St);58;Market St at 10th St;4941;2;1994;Male;25;24/6/2023
10014;11 minutes;81;Berry St at 4th St;16;Steuart St at Market St;3610;2;1986;Male;29;15/7/2022
10015;61 minutes;5;Powell St BART Station (Market St at 5th St);20;Mechanics Monument Plaza (Market St at Bush St);4959;2;1993;Male;27;9/9/2021
10016;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);350;8th St at Brannan St;4991;2;1981;Male;28;29/1/2023
10017;6 minutes;21;Montgomery St BART Station (Market St at 2nd St);5;Powell St BART Station (Market St at 5th St);4773;2;1991;Male;30;10/5/2023
10018;4 minutes;30;San Francisco Caltrain (Townsend St at 4th St);343;Bryant St at 2nd St;5142;2;1982;Male;27;4/11/2021
10019;3 minutes;30;San Francisco Caltrain (Townsend St at 4th St);79;7th St at Brannan St;4638;2;1975;Male;29;27/10/2021
10020;10 minutes;5;Powell St BART Station (Market St at 5th St);350;8th St at Brannan St;5276;2;1988;Female;25;3/3/2022
10021;11 minutes;30;San Francisco Caltrain (Townsend St at 4th St);58;Market St at 10th St;5140;3;1992;Male;25;19/7/2022
10022;10 minutes;3;Powell St BART Station (Market St at 4th St);49;S Park St at 3rd St;2429;2;1981;Female;30;27/7/2023
10023;16 minutes;30;San Francisco Caltrain (Townsend St at 4th St);368;Myrtle St at Polk St;4657;3;1985;Male;30;17/9/2021
10024;4 minutes;3;Powell St BART Station (Market St at 4th St);44;Civic Center/UN Plaza BART Station (Market St at McAllister St);2239;2;1977;Male;29;23/4/2023
10025;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);89;Division St at Potrero Ave;5305;1;1991;Male;25;13/2/2023
10026;15 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);86;Market St at Dolores St;5331;2;1990;Male;27;4/8/2021
10027;17 minutes;16;Steuart St at Market St;115;Jackson Playground;5520;3;1994;Male;29;31/10/2022
10028;8 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);61;Howard St at 8th St;4962;1;1988;Male;28;15/8/2021
10029;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5;Powell St BART Station (Market St at 5th St);4969;2;1990;Female;26;20/7/2023
10030;17 minutes;16;Steuart St at Market St;112;Harrison St at 17th St;4329;3;1991;Female;27;20/8/2022
10031;9 minutes;30;San Francisco Caltrain (Townsend St at 4th St);78;Folsom St at 9th St;3706;1;1988;Male;29;26/2/2022
10032;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);61;Howard St at 8th St;114;3;1991;Male;27;14/10/2021
10033;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);343;Bryant St at 2nd St;2168;1;1984;Male;26;8/2/2022
10034;9 minutes;30;San Francisco Caltrain (Townsend St at 4th St);60;8th St at Ringold St;518;3;1983;Female;27;26/3/2022
10035;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);61;Howard St at 8th St;1841;3;1989;Male;26;30/4/2022
10036;8 minutes;22;Howard St at Beale St;80;Townsend St at 5th St;5226;3;1995;Female;26;2/7/2023
10037;7 minutes;22;Howard St at Beale St;30;San Francisco Caltrain (Townsend St at 4th St);5142;1;1966;Male;28;5/7/2022
10038;20 minutes;22;Howard St at Beale St;355;23rd St at Tennessee St;4736;2;1993;Male;28;1/2/2023
10039;4 minutes;5;Powell St BART Station (Market St at 5th St);21;Montgomery St BART Station (Market St at 2nd St);4773;2;1994;Male;25;24/6/2023
10040;15 minutes;22;Howard St at Beale St;74;Laguna St at Hayes St;1864;2;1987;Male;29;5/2/2022
10041;10 minutes;3;Powell St BART Station (Market St at 4th St);350;8th St at Brannan St;4921;3;1986;Male;26;29/8/2022
10042;3 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);90;Townsend St at 7th St;5032;3;1984;Male;26;1/2/2023
10043;6 minutes;5;Powell St BART Station (Market St at 5th St);25;Howard St at 2nd St;5570;2;1984;Male;25;30/10/2021
10044;2 minutes;30;San Francisco Caltrain (Townsend St at 4th St);66;3rd St at Townsend St;868;1;1984;Male;25;17/11/2021
10045;13 minutes;3;Powell St BART Station (Market St at 4th St);112;Harrison St at 17th St;27;3;1989;Male;28;23/7/2023
10046;3 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);364;China Basin St at 3rd St;4834;2;1981;Male;29;2/6/2023
10047;8 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;176;1;1994;Male;26;21/2/2023
10048;3 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;3004;2;1979;Female;30;4/4/2023
10049;10 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);4850;1;1987;Male;25;1/3/2023
10050;9 minutes;21;Montgomery St BART Station (Market St at 2nd St);43;San Francisco Public Library (Grove St at Hyde St);3589;3;1980;Male;29;7/7/2023
10051;11 minutes;22;Howard St at Beale St;81;Berry St at 4th St;3610;1;1976;Male;26;15/4/2023
10052;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);19;Post St at Kearny St;4960;3;1983;Male;30;15/1/2022
10053;25 minutes;81;Berry St at 4th St;29;O'Farrell St at Divisadero St;1909;2;1986;Male;26;17/5/2023
10054;19 minutes;21;Montgomery St BART Station (Market St at 2nd St);115;Jackson Playground;160;3;1979;Female;30;7/1/2022
10055;12 minutes;22;Howard St at Beale St;350;8th St at Brannan St;5136;3;1985;Male;28;20/5/2022
10056;16 minutes;22;Howard St at Beale St;355;23rd St at Tennessee St;5560;2;1986;Male;29;14/3/2022
10057;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);356;Valencia St at Clinton Park;5038;3;1991;Male;28;3/5/2022
10058;18 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);130;22nd St Caltrain Station;5408;3;1968;Male;27;11/8/2022
10059;9 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);4793;2;1978;Male;25;1/12/2021
10060;10 minutes;22;Howard St at Beale St;104;4th St at 16th St;2678;1;1982;Male;30;13/1/2023
10061;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);30;San Francisco Caltrain (Townsend St at 4th St);1316;3;1984;Male;26;4/11/2022
10062;8 minutes;81;Berry St at 4th St;16;Steuart St at Market St;1884;2;1991;Male;29;21/1/2022
10063;19 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);96;Dolores St at 15th St;5412;3;1986;Male;25;16/8/2021
10064;9 minutes;22;Howard St at Beale St;81;Berry St at 4th St;2193;1;1978;Male;28;15/10/2022
10065;9 minutes;21;Montgomery St BART Station (Market St at 2nd St);44;Civic Center/UN Plaza BART Station (Market St at McAllister St);97;1;1984;Male;28;2/12/2021
10066;11 minutes;3;Powell St BART Station (Market St at 4th St);369;Hyde St at Post St;4999;2;1988;Male;26;4/4/2023
10067;12 minutes;5;Powell St BART Station (Market St at 5th St);76;McCoppin St at Valencia St;5015;3;1977;Male;26;18/9/2022
10068;6 minutes;5;Powell St BART Station (Market St at 5th St);350;8th St at Brannan St;4604;1;1986;Female;26;2/7/2023
10069;12 minutes;21;Montgomery St BART Station (Market St at 2nd St);58;Market St at 10th St;75;2;2000;Female;27;11/1/2023
10070;4 minutes;3;Powell St BART Station (Market St at 4th St);349;Howard St at Mary St;2299;2;1969;Male;29;8/3/2023
10071;9 minutes;3;Powell St BART Station (Market St at 4th St);78;Folsom St at 9th St;3309;2;1992;Male;29;2/8/2022
10072;4 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;416;1;1984;Male;25;17/11/2021
10073;14 minutes;5;Powell St BART Station (Market St at 5th St);133;Valencia St at 22nd St;5065;2;1977;Male;30;28/1/2023
10074;6 minutes;16;Steuart St at Market St;19;Post St at Kearny St;5020;1;1960;Male;30;5/8/2022
10075;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);19;Post St at Kearny St;5150;2;1964;Male;30;2/10/2022
10076;10 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);364;China Basin St at 3rd St;5349;1;1970;Female;26;27/10/2021
10077;11 minutes;3;Powell St BART Station (Market St at 4th St);343;Bryant St at 2nd St;4778;3;1985;Male;27;29/9/2021
10078;9 minutes;3;Powell St BART Station (Market St at 4th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);3034;3;1983;Male;30;18/7/2022
10079;8 minutes;22;Howard St at Beale St;8;The Embarcadero at Vallejo St;2338;2;1983;Male;27;17/1/2022
10080;12 minutes;81;Berry St at 4th St;5;Powell St BART Station (Market St at 5th St);5570;3;1990;Male;25;2/5/2022
10081;17 minutes;30;San Francisco Caltrain (Townsend St at 4th St);109;17th St at Valencia St;5533;3;1988;Female;30;22/1/2023
10082;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;4659;3;1985;Male;30;8/8/2022
10083;39 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);74;Laguna St at Hayes St;2187;2;1957;Male;27;26/11/2022
10084;10 minutes;16;Steuart St at Market St;81;Berry St at 4th St;4850;3;1987;Male;25;13/5/2022
10085;6 minutes;3;Powell St BART Station (Market St at 4th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);4344;2;1988;Male;26;11/6/2023
10086;3 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;1090;2;1990;Male;25;9/2/2023
10087;16 minutes;3;Powell St BART Station (Market St at 4th St);78;Folsom St at 9th St;3402;2;1996;Female;26;6/7/2022
10088;2 minutes;21;Montgomery St BART Station (Market St at 2nd St);15;San Francisco Ferry Building (Harry Bridges Plaza);5219;1;1965;Male;29;18/1/2022
10089;11 minutes;22;Howard St at Beale St;60;8th St at Ringold St;5105;2;1995;Female;27;4/10/2021
10090;18 minutes;16;Steuart St at Market St;73;Pierce St at Haight St;5382;2;1988;Male;27;8/3/2023
10091;9 minutes;81;Berry St at 4th St;22;Howard St at Beale St;2795;3;1969;Female;27;21/5/2022
10092;18 minutes;30;San Francisco Caltrain (Townsend St at 4th St);31;Raymond Kimbell Playground;5137;3;1983;Male;27;17/9/2021
10093;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;5054;3;1982;Male;25;15/7/2023
10094;17 minutes;21;Montgomery St BART Station (Market St at 2nd St);112;Harrison St at 17th St;663;2;1993;Female;27;7/3/2022
10095;19 minutes;22;Howard St at Beale St;120;Mission Dolores Park;5539;2;1987;Female;30;29/11/2022
10096;9 minutes;30;San Francisco Caltrain (Townsend St at 4th St);42;San Francisco City Hall (Polk St at Grove St);4975;2;1994;Male;30;30/8/2022
10097;6 minutes;30;San Francisco Caltrain (Townsend St at 4th St);90;Townsend St at 7th St;5062;1;1986;Female;25;8/7/2023
10098;12 minutes;81;Berry St at 4th St;11;Davis St at Jackson St;4943;2;1996;Male;29;21/9/2022
10099;10 minutes;81;Berry St at 4th St;16;Steuart St at Market St;2280;2;1993;Female;27;16/1/2023
10100;7 minutes;16;Steuart St at Market St;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5038;2;1972;Male;27;4/12/2022
10101;11 minutes;81;Berry St at 4th St;11;Davis St at Jackson St;4749;3;1970;Other;28;14/9/2021
10102;8 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);87;Folsom St at 13th St;5218;2;1996;Female;28;5/2/2022
10103;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5255;3;1967;Male;28;20/3/2022
10104;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);4908;3;1984;Male;27;19/8/2022
10105;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);324;Union Square (Powell St at Post St);5520;1;1992;Male;29;14/1/2022
10106;13 minutes;30;San Francisco Caltrain (Townsend St at 4th St);365;Turk St at Fillmore St;4750;1;1987;Male;29;13/8/2022
10107;16 minutes;30;San Francisco Caltrain (Townsend St at 4th St);122;19th St at Mission St;4654;1;1961;Male;27;31/10/2022
10108;16 minutes;3;Powell St BART Station (Market St at 4th St);130;22nd St Caltrain Station;2799;2;1985;Male;26;4/12/2022
10109;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);61;Howard St at 8th St;4657;2;1984;Female;26;1/10/2021
10110;7 minutes;5;Powell St BART Station (Market St at 5th St);66;3rd St at Townsend St;4848;2;1980;Male;25;23/8/2022
10111;6 minutes;3;Powell St BART Station (Market St at 4th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);4397;2;1986;Male;28;15/2/2022
10112;22 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);361;Mendell St at Fairfax Ave;5157;2;1989;Male;25;17/6/2023
10113;13 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);1841;3;1990;Female;28;7/3/2022
10114;10 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);2072;1;1969;Female;29;11/11/2021
