;duration;station_A_id;station_A_name;station_B_id;station_B_name;bike_id;user_type;user_birth_year;user_gender;tire_sizes
12810;8 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);27;Beale St at Harrison St;3237;3;1989;Female;29
12811;3 minutes;21;Montgomery St BART Station (Market St at 2nd St);10;Washington St at Kearny St;4894;3;1994;Male;28
12812;3 minutes;30;San Francisco Caltrain (Townsend St at 4th St);90;Townsend St at 7th St;5383;2;1984;Male;27
12813;7 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;79;2;1988;Female;27
12814;12 minutes;81;Berry St at 4th St;6;The Embarcadero at Sansome St;4675;2;1983;Other;27
12815;8 minutes;81;Berry St at 4th St;24;Spear St at Folsom St;3460;2;1988;Male;30
12816;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);343;Bryant St at 2nd St;4408;2;1972;Male;28
12817;8 minutes;81;Berry St at 4th St;22;Howard St at Beale St;4422;3;1987;Female;28
12818;8 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);5247;1;1994;Female;27
12819;8 minutes;81;Berry St at 4th St;16;Steuart St at Market St;5020;3;1974;Male;30
12820;12 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);44;Civic Center/UN Plaza BART Station (Market St at McAllister St);5349;1;1985;Female;25
12821;9 minutes;5;Powell St BART Station (Market St at 5th St);90;Townsend St at 7th St;3151;2;1986;Male;29
12822;21 minutes;5;Powell St BART Station (Market St at 5th St);15;San Francisco Ferry Building (Harry Bridges Plaza);4902;1;1983;Male;26
12823;16 minutes;16;Steuart St at Market St;93;4th St at Mission Bay Blvd S;1494;1;1985;Female;26
12824;14 minutes;30;San Francisco Caltrain (Townsend St at 4th St);324;Union Square (Powell St at Post St);5250;1;1994;Female;29
12825;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);101;15th St at Potrero Ave;5275;3;1983;Male;28
12826;10 minutes;81;Berry St at 4th St;112;Harrison St at 17th St;5567;2;1991;Male;27
12827;13 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);58;Market St at 10th St;5366;1;1969;Male;28
12828;3 minutes;81;Berry St at 4th St;364;China Basin St at 3rd St;4572;1;1980;Female;30
12829;4 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);89;Division St at Potrero Ave;5422;2;1989;Male;29
12830;8 minutes;22;Howard St at Beale St;60;8th St at Ringold St;5538;3;1987;Male;28
12831;40 minutes;22;Howard St at Beale St;70;Central Ave at Fell St;5465;3;1998;Male;30
12832;3 minutes;5;Powell St BART Station (Market St at 5th St);64;5th St at Brannan St;5070;1;1989;Male;27
12833;5 minutes;16;Steuart St at Market St;28;The Embarcadero at Bryant St;5444;1;1978;Male;28
12834;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);50;2nd St at Townsend St;4848;1;1987;Male;26
12835;4 minutes;5;Powell St BART Station (Market St at 5th St);284;Yerba Buena Center for the Arts (Howard St at 3rd St);5431;2;1986;Male;27
12836;15 minutes;16;Steuart St at Market St;126;Esprit Park;4318;3;1982;Male;26
12837;7 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);4408;2;1993;Male;30
12838;12 minutes;30;San Francisco Caltrain (Townsend St at 4th St);97;14th St at Mission St;1468;2;1977;Male;28
12839;9 minutes;22;Howard St at Beale St;81;Berry St at 4th St;4572;2;1979;Female;30
12840;7 minutes;81;Berry St at 4th St;23;The Embarcadero at Steuart St;5227;2;1981;Male;29
12841;7 minutes;81;Berry St at 4th St;3;Powell St BART Station (Market St at 4th St);4712;1;1972;Male;30
12842;8 minutes;5;Powell St BART Station (Market St at 5th St);80;Townsend St at 5th St;333;3;1988;Male;28
12843;5 minutes;16;Steuart St at Market St;8;The Embarcadero at Vallejo St;2639;2;1974;Female;25
12844;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);50;2nd St at Townsend St;5498;3;1971;Male;29
12845;16 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);77;11th St at Natoma St;5272;2;1961;Male;26
12846;9 minutes;81;Berry St at 4th St;22;Howard St at Beale St;4988;1;1991;Male;25
12847;13 minutes;81;Berry St at 4th St;6;The Embarcadero at Sansome St;4953;1;1966;Male;26
12848;5 minutes;22;Howard St at Beale St;11;Davis St at Jackson St;4799;2;1987;Male;25
12849;7 minutes;3;Powell St BART Station (Market St at 4th St);9;Broadway at Battery St;5243;2;1992;Male;27
12850;2 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;4351;2;1995;Male;28
12851;10 minutes;81;Berry St at 4th St;17;Embarcadero BART Station (Beale St at Market St);5476;3;1977;Male;25
12852;9 minutes;16;Steuart St at Market St;324;Union Square (Powell St at Post St);4400;1;1987;Female;26
12853;9 minutes;81;Berry St at 4th St;22;Howard St at Beale St;5538;3;1968;Male;28
12854;2 minutes;16;Steuart St at Market St;23;The Embarcadero at Steuart St;2165;1;1980;Male;28
12855;9 minutes;21;Montgomery St BART Station (Market St at 2nd St);87;Folsom St at 13th St;5173;2;1987;Male;28
12856;6 minutes;16;Steuart St at Market St;36;Folsom St at 3rd St;4956;3;1962;Male;29
12857;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);15;San Francisco Ferry Building (Harry Bridges Plaza);5366;3;1965;Female;28
12858;4 minutes;16;Steuart St at Market St;27;Beale St at Harrison St;3460;3;1960;Male;30
12859;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);363;Salesforce Transit Center (Natoma St at 2nd St);4533;1;1986;Male;28
12860;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);363;Salesforce Transit Center (Natoma St at 2nd St);5056;3;1979;Male;25
12861;5 minutes;16;Steuart St at Market St;50;2nd St at Townsend St;5063;2;1980;Male;25
12862;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);3;Powell St BART Station (Market St at 4th St);5402;1;1986;Male;27
12863;4 minutes;22;Howard St at Beale St;50;2nd St at Townsend St;5281;2;1984;Male;25
12864;12 minutes;22;Howard St at Beale St;364;China Basin St at 3rd St;4748;1;1985;Male;27
12865;15 minutes;22;Howard St at Beale St;91;Berry St at King St;2726;2;1978;Male;30
12866;8 minutes;22;Howard St at Beale St;61;Howard St at 8th St;5520;2;1988;Male;28
12867;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);50;2nd St at Townsend St;4997;2;1986;Female;25
12868;9 minutes;30;San Francisco Caltrain (Townsend St at 4th St);8;The Embarcadero at Vallejo St;5264;2;1995;Female;29
12869;8 minutes;22;Howard St at Beale St;93;4th St at Mission Bay Blvd S;5339;3;1991;Male;26
12870;12 minutes;30;San Francisco Caltrain (Townsend St at 4th St);61;Howard St at 8th St;1898;2;1988;Male;25
12871;13 minutes;30;San Francisco Caltrain (Townsend St at 4th St);19;Post St at Kearny St;1686;2;1989;Female;30
12872;12 minutes;30;San Francisco Caltrain (Townsend St at 4th St);19;Post St at Kearny St;2502;1;1984;Female;28
12873;11 minutes;22;Howard St at Beale St;350;8th St at Brannan St;5364;2;1978;Female;28
12874;12 minutes;22;Howard St at Beale St;350;8th St at Brannan St;5120;3;1991;Female;30
12875;7 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;5444;3;1987;Male;28
12876;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5;Powell St BART Station (Market St at 5th St);333;3;1995;Male;25
12877;14 minutes;30;San Francisco Caltrain (Townsend St at 4th St);88;11th St at Bryant St;218;2;1988;Male;26
12878;11 minutes;30;San Francisco Caltrain (Townsend St at 4th St);3;Powell St BART Station (Market St at 4th St);3669;2;1990;Male;26
12879;10 minutes;30;San Francisco Caltrain (Townsend St at 4th St);16;Steuart St at Market St;4318;3;1985;Male;30
12880;14 minutes;22;Howard St at Beale St;93;4th St at Mission Bay Blvd S;5416;1;1987;Male;25
12881;7 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;611;2;1968;Female;28
12882;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);114;Rhode Island St at 17th St;2992;2;1966;Male;30
12883;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);112;Harrison St at 17th St;2820;1;1989;Other;25
12884;14 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);58;Market St at 10th St;2960;2;1977;Male;28
12885;9 minutes;81;Berry St at 4th St;22;Howard St at Beale St;4998;3;1984;Male;26
12886;4 minutes;5;Powell St BART Station (Market St at 5th St);63;Bryant St at 6th St;1248;3;1976;Male;25
12887;8 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);89;Division St at Potrero Ave;1975;2;1988;Female;27
12888;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);66;3rd St at Townsend St;5484;2;1993;Male;25
12889;1 minutes;22;Howard St at Beale St;22;Howard St at Beale St;2999;3;1985;Male;25
12890;6 minutes;21;Montgomery St BART Station (Market St at 2nd St);50;2nd St at Townsend St;4889;2;1990;Male;25
12891;5 minutes;5;Powell St BART Station (Market St at 5th St);64;5th St at Brannan St;1181;2;1976;Male;30
12892;6 minutes;81;Berry St at 4th St;37;2nd St at Folsom St;5024;2;1981;Male;26
12893;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);58;Market St at 10th St;3302;2;1983;Male;26
12894;6 minutes;21;Montgomery St BART Station (Market St at 2nd St);50;2nd St at Townsend St;4735;1;1987;Male;25
12895;13 minutes;30;San Francisco Caltrain (Townsend St at 4th St);17;Embarcadero BART Station (Beale St at Market St);4712;2;1966;Male;29
12896;9 minutes;22;Howard St at Beale St;30;San Francisco Caltrain (Townsend St at 4th St);5264;2;1997;Male;25
12897;6 minutes;5;Powell St BART Station (Market St at 5th St);350;8th St at Brannan St;4921;1;1980;Male;29
12898;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);10;Washington St at Kearny St;5125;1;1979;Male;25
12899;10 minutes;30;San Francisco Caltrain (Townsend St at 4th St);8;The Embarcadero at Vallejo St;5558;3;1979;Male;28
12900;2 minutes;16;Steuart St at Market St;11;Davis St at Jackson St;5009;2;1982;Male;26
12901;5 minutes;30;San Francisco Caltrain (Townsend St at 4th St);343;Bryant St at 2nd St;3115;2;1979;Male;28
12902;11 minutes;30;San Francisco Caltrain (Townsend St at 4th St);22;Howard St at Beale St;5339;3;1982;Female;25
12903;8 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);77;11th St at Natoma St;619;1;1983;Male;25
12904;13 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);102;Irwin St at 8th St;5081;2;1986;Male;28
12905;13 minutes;16;Steuart St at Market St;64;5th St at Brannan St;2900;2;1984;Female;25
12906;16 minutes;16;Steuart St at Market St;104;4th St at 16th St;2991;2;1985;Female;30
12907;8 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);16;Steuart St at Market St;4400;3;1987;Male;25
12908;8 minutes;81;Berry St at 4th St;23;The Embarcadero at Steuart St;5250;2;1991;Male;29
12909;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);116;Mississippi St at 17th St;4820;2;1983;Male;27
12910;11 minutes;16;Steuart St at Market St;81;Berry St at 4th St;2072;2;1976;Female;27
12911;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);19;Post St at Kearny St;4658;1;1986;Male;27
12912;7 minutes;3;Powell St BART Station (Market St at 4th St);30;San Francisco Caltrain (Townsend St at 4th St);4318;2;1996;Male;30
12913;17 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);324;Union Square (Powell St at Post St);1738;2;1979;Male;28
12914;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);88;11th St at Bryant St;2526;3;1989;Female;30
12915;6 minutes;21;Montgomery St BART Station (Market St at 2nd St);49;S Park St at 3rd St;5149;3;1990;Male;25
12916;12 minutes;22;Howard St at Beale St;100;Bryant St at 15th St;5436;1;1982;Male;29
12917;6 minutes;16;Steuart St at Market St;50;2nd St at Townsend St;5054;2;1983;Male;27
12918;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);89;Division St at Potrero Ave;317;1;1983;Male;30
12919;9 minutes;16;Steuart St at Market St;81;Berry St at 4th St;1199;2;1982;Male;30
12920;2 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;4838;2;1984;Female;26
12921;3 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;563;1;1969;Male;25
12922;17 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);104;4th St at 16th St;2046;3;1980;Male;29
12923;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);363;Salesforce Transit Center (Natoma St at 2nd St);5018;1;1983;Male;27
12924;14 minutes;30;San Francisco Caltrain (Townsend St at 4th St);58;Market St at 10th St;3090;2;1979;Male;29
12925;4 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);89;Division St at Potrero Ave;5293;3;1988;Male;26
12926;6 minutes;22;Howard St at Beale St;61;Howard St at 8th St;5070;2;1979;Female;30
12927;8 minutes;22;Howard St at Beale St;10;Washington St at Kearny St;1301;1;1982;Male;26
12928;8 minutes;16;Steuart St at Market St;5;Powell St BART Station (Market St at 5th St);1181;3;1988;Male;28
12929;8 minutes;5;Powell St BART Station (Market St at 5th St);15;San Francisco Ferry Building (Harry Bridges Plaza);5358;2;1975;Male;28
12930;11 minutes;81;Berry St at 4th St;14;Clay St at Battery St;4625;3;1991;Male;29
12931;6 minutes;81;Berry St at 4th St;27;Beale St at Harrison St;4326;2;1990;Male;29
12932;8 minutes;3;Powell St BART Station (Market St at 4th St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5267;2;1983;Female;27
12933;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;3066;2;1973;Female;26
12934;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);284;Yerba Buena Center for the Arts (Howard St at 3rd St);1910;1;1972;Male;25
12935;10 minutes;30;San Francisco Caltrain (Townsend St at 4th St);3;Powell St BART Station (Market St at 4th St);1661;1;1990;Male;27
12936;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;3484;3;1975;Male;26
12937;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;2907;1;1964;Female;30
12938;10 minutes;30;San Francisco Caltrain (Townsend St at 4th St);8;The Embarcadero at Vallejo St;4575;2;1988;Male;27
12939;10 minutes;30;San Francisco Caltrain (Townsend St at 4th St);59;S Van Ness Ave at Market St;4653;3;1967;Male;28
12940;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);3;Powell St BART Station (Market St at 4th St);4318;3;1967;Male;25
12941;10 minutes;81;Berry St at 4th St;8;The Embarcadero at Vallejo St;5576;1;1992;Female;27
12942;3 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;5297;2;1981;Female;28
12943;3 minutes;22;Howard St at Beale St;37;2nd St at Folsom St;4805;1;1987;Female;26
12944;12 minutes;22;Howard St at Beale St;284;Yerba Buena Center for the Arts (Howard St at 3rd St);4945;2;1955;Male;26
12945;9 minutes;30;San Francisco Caltrain (Townsend St at 4th St);58;Market St at 10th St;3743;1;1971;Male;25
12946;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);364;China Basin St at 3rd St;4748;1;1986;Female;25
12947;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);25;Howard St at 2nd St;2847;2;1986;Male;25
12948;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;5237;2;1989;Male;30
12949;12 minutes;22;Howard St at Beale St;350;8th St at Brannan St;1481;2;1988;Female;27
12950;4 minutes;16;Steuart St at Market St;21;Montgomery St BART Station (Market St at 2nd St);1936;3;1972;Male;27
12951;7 minutes;81;Berry St at 4th St;25;Howard St at 2nd St;5051;1;1988;Male;29
12952;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);23;The Embarcadero at Steuart St;5299;3;1974;Male;30
12953;10 minutes;30;San Francisco Caltrain (Townsend St at 4th St);355;23rd St at Tennessee St;4957;2;1981;Male;26
12954;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);27;Beale St at Harrison St;3729;3;1980;Male;28
12955;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);22;Howard St at Beale St;5465;1;1965;Male;29
12956;8 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;99;1;1974;Male;29
12957;5 minutes;3;Powell St BART Station (Market St at 4th St);61;Howard St at 8th St;4951;2;1991;Male;26
12958;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);15;San Francisco Ferry Building (Harry Bridges Plaza);5081;1;1972;Male;29
12959;5 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);284;Yerba Buena Center for the Arts (Howard St at 3rd St);2064;2;1972;Male;29
12960;15 minutes;22;Howard St at Beale St;8;The Embarcadero at Vallejo St;688;1;1980;Male;27
12961;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);36;Folsom St at 3rd St;5068;2;1972;Male;27
12962;5 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;3651;3;1987;Female;28
12963;8 minutes;81;Berry St at 4th St;349;Howard St at Mary St;4756;2;1985;Male;29
12964;6 minutes;30;San Francisco Caltrain (Townsend St at 4th St);21;Montgomery St BART Station (Market St at 2nd St);5173;3;1982;Male;27
12965;6 minutes;30;San Francisco Caltrain (Townsend St at 4th St);25;Howard St at 2nd St;4409;3;1977;Male;28
12966;2 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;5113;1;1996;Female;29
12967;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);93;4th St at Mission Bay Blvd S;3710;1;1974;Male;26
12968;10 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);5558;2;1986;Female;29
12969;4 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);20;Mechanics Monument Plaza (Market St at Bush St);293;2;1981;Male;27
12970;8 minutes;5;Powell St BART Station (Market St at 5th St);350;8th St at Brannan St;1705;1;1991;Male;25
12971;2 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);8;The Embarcadero at Vallejo St;1864;2;1972;Male;28
12972;2 minutes;81;Berry St at 4th St;50;2nd St at Townsend St;5552;3;1991;Male;29
12973;11 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);93;4th St at Mission Bay Blvd S;422;1;1982;Male;26
12974;4 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);9;Broadway at Battery St;5545;3;1976;Male;27
12975;4 minutes;16;Steuart St at Market St;8;The Embarcadero at Vallejo St;2489;1;1987;Male;28
12976;9 minutes;22;Howard St at Beale St;364;China Basin St at 3rd St;2894;2;1974;Male;30
12977;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;4356;3;1978;Male;28
12978;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);343;Bryant St at 2nd St;2230;2;1974;Male;27
12979;3 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;4344;1;1981;Male;29
12980;5 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;5529;2;1988;Female;28
12981;8 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;459;2;1967;Male;29
12982;3 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);20;Mechanics Monument Plaza (Market St at Bush St);5524;3;1977;Male;28
12983;10 minutes;81;Berry St at 4th St;23;The Embarcadero at Steuart St;1985;1;1985;Female;28
12984;6 minutes;3;Powell St BART Station (Market St at 4th St);64;5th St at Brannan St;4750;2;1973;Male;27
12985;9 minutes;22;Howard St at Beale St;9;Broadway at Battery St;2790;3;1959;Male;25
12986;7 minutes;16;Steuart St at Market St;50;2nd St at Townsend St;4408;1;1988;Female;28
12987;7 minutes;3;Powell St BART Station (Market St at 4th St);66;3rd St at Townsend St;4981;2;1986;Male;26
12988;3 minutes;21;Montgomery St BART Station (Market St at 2nd St);13;Commercial St at Montgomery St;5561;2;1986;Male;29
12989;14 minutes;22;Howard St at Beale St;101;15th St at Potrero Ave;1455;3;1977;Male;29
12990;2 minutes;21;Montgomery St BART Station (Market St at 2nd St);13;Commercial St at Montgomery St;4965;2;1992;Male;28
12991;5 minutes;5;Powell St BART Station (Market St at 5th St);47;4th St at Harrison St;1353;2;1993;Male;30
12992;3 minutes;21;Montgomery St BART Station (Market St at 2nd St);13;Commercial St at Montgomery St;1035;3;1958;Male;28
12993;12 minutes;22;Howard St at Beale St;6;The Embarcadero at Sansome St;5444;3;1989;Male;27
12994;7 minutes;81;Berry St at 4th St;24;Spear St at Folsom St;4995;1;1987;Male;25
12995;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);58;Market St at 10th St;4597;3;1993;Male;26
12996;11 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);58;Market St at 10th St;5267;1;1973;Male;25
12997;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);58;Market St at 10th St;4826;1;1988;Male;26
12998;11 minutes;16;Steuart St at Market St;81;Berry St at 4th St;1594;1;1991;Male;26
12999;1 minutes;21;Montgomery St BART Station (Market St at 2nd St);363;Salesforce Transit Center (Natoma St at 2nd St);4370;2;1981;Male;26
13000;8 minutes;16;Steuart St at Market St;44;Civic Center/UN Plaza BART Station (Market St at McAllister St);5555;1;1984;Male;27
13001;11 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;4675;3;1987;Female;28
13002;5 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);27;Beale St at Harrison St;3090;3;1975;Male;26
13003;13 minutes;22;Howard St at Beale St;90;Townsend St at 7th St;5239;3;1988;Female;25
13004;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;5552;2;1986;Male;29
13005;14 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);6;The Embarcadero at Sansome St;5033;2;1995;Female;27
13006;5 minutes;30;San Francisco Caltrain (Townsend St at 4th St);349;Howard St at Mary St;4794;2;1982;Male;28
13007;12 minutes;30;San Francisco Caltrain (Townsend St at 4th St);19;Post St at Kearny St;1497;1;1986;Female;26
13008;6 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;4397;2;1984;Male;26
13009;9 minutes;5;Powell St BART Station (Market St at 5th St);64;5th St at Brannan St;2840;2;1964;Male;27
13010;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);23;The Embarcadero at Steuart St;4730;3;1979;Male;26
13011;10 minutes;16;Steuart St at Market St;81;Berry St at 4th St;4987;2;1982;Male;28
13012;4 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);21;Montgomery St BART Station (Market St at 2nd St);1116;1;1978;Male;27
13013;11 minutes;30;San Francisco Caltrain (Townsend St at 4th St);9;Broadway at Battery St;4770;3;1975;Male;28
13014;6 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;1949;3;1978;Male;28
13015;12 minutes;30;San Francisco Caltrain (Townsend St at 4th St);17;Embarcadero BART Station (Beale St at Market St);4998;2;1980;Male;27
13016;5 minutes;22;Howard St at Beale St;49;S Park St at 3rd St;4848;2;1990;Male;30
13017;8 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);15;San Francisco Ferry Building (Harry Bridges Plaza);4356;2;1977;Male;30
13018;9 minutes;30;San Francisco Caltrain (Townsend St at 4th St);23;The Embarcadero at Steuart St;4733;2;1986;Male;27
13019;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);21;Montgomery St BART Station (Market St at 2nd St);5246;2;1972;Male;30
13020;5 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;5255;2;1977;Male;25
13021;8 minutes;22;Howard St at Beale St;60;8th St at Ringold St;4945;2;1982;Male;25
13022;9 minutes;30;San Francisco Caltrain (Townsend St at 4th St);10;Washington St at Kearny St;5280;1;1973;Male;26
13023;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);24;Spear St at Folsom St;1898;2;1971;Male;29
13024;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);343;Bryant St at 2nd St;4606;2;1980;Male;26
13025;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);22;Howard St at Beale St;5444;3;1995;Male;27
13026;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);102;Irwin St at 8th St;2016;3;1963;Female;30
13027;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);19;Post St at Kearny St;5182;2;1972;Male;29
13028;3 minutes;81;Berry St at 4th St;91;Berry St at King St;1992;1;1990;Female;27
13029;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);19;Post St at Kearny St;4768;1;1983;Male;29
13030;10 minutes;81;Berry St at 4th St;323;Broadway at Kearny;5535;3;1981;Male;26
13031;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);17;Embarcadero BART Station (Beale St at Market St);1183;2;1988;Male;27
13032;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);349;Howard St at Mary St;4671;1;1979;Male;27
13033;5 minutes;81;Berry St at 4th St;104;4th St at 16th St;1667;1;1995;Female;29
13034;3 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;102;2;1987;Male;27
13035;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);101;15th St at Potrero Ave;5431;3;1975;Male;29
13036;5 minutes;30;San Francisco Caltrain (Townsend St at 4th St);37;2nd St at Folsom St;4553;1;1992;Male;28
13037;18 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);11;Davis St at Jackson St;4939;2;1981;Female;28
13038;4 minutes;21;Montgomery St BART Station (Market St at 2nd St);13;Commercial St at Montgomery St;4734;1;1992;Male;30
13039;14 minutes;81;Berry St at 4th St;11;Davis St at Jackson St;1481;1;1980;Male;25
13040;15 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);8;The Embarcadero at Vallejo St;310;1;1992;Male;27
13041;15 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);8;The Embarcadero at Vallejo St;1220;2;1993;Male;28
13042;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);49;S Park St at 3rd St;4780;1;1979;Male;27
13043;12 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);58;Market St at 10th St;2884;2;1986;Male;30
13044;7 minutes;16;Steuart St at Market St;50;2nd St at Townsend St;4832;1;1970;Male;29
13045;6 minutes;5;Powell St BART Station (Market St at 5th St);80;Townsend St at 5th St;567;3;1990;Male;25
13046;16 minutes;30;San Francisco Caltrain (Townsend St at 4th St);10;Washington St at Kearny St;2769;2;1969;Female;26
13047;11 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;200;2;1969;Female;28
13048;11 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);1864;1;1991;Male;25
13049;12 minutes;81;Berry St at 4th St;8;The Embarcadero at Vallejo St;3060;2;1969;Male;26
13050;5 minutes;5;Powell St BART Station (Market St at 5th St);64;5th St at Brannan St;3223;3;1991;Other;29
13051;3 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;2548;3;1981;Female;26
13052;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);50;2nd St at Townsend St;3743;1;1975;Male;26
13053;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);22;Howard St at Beale St;2790;3;1988;Male;28
